"film_id","year","length","budget","votes","genre","rating"
12669,2003,102,10.6,8,"Drama",3.5
5166,1975,115,7,20,"Action",4.3
20872,1976,95,11.6,34,"Drama",3.8
18936,1994,84,15.7,75,"Comedy",7.4
10414,1971,137,12.1,65283,"Drama",4.1
29389,2004,70,10.4,5,"Documentary",8.3
58439,1987,89,13.7,39,"Drama",4.3
23346,1966,17,12.6,52,"Short",7.7
37307,1982,93,11.5,27,"Drama",4
28931,1967,83,13.8,8,"Action",4.1
2300,1960,113,12.3,9,"Drama",3.5
6919,1941,63,14.5,14,"Action",7.9
33777,1965,108,12.6,518,"Action",6.4
38181,1993,103,10.4,72,"Drama",4.4
39803,1989,85,6.2,19,"Documentary",4.6
10254,1941,74,16.6,9,"Action",8
52226,1988,83,11.3,35,"Action",3.9
36437,1988,7,14.3,22,"Animation",8
6416,1991,89,21.5,80,"Comedy",8.2
50740,1954,81,15.1,20,"Action",5
42124,1980,89,10.6,9,"Comedy",7.9
21383,1994,92,9.1,417,"Comedy",3.2
31341,1973,108,15.8,60,"Drama",3.7
33160,2004,138,12.4,1400,"Comedy",4.5
50532,1935,30,10.8,80,"Documentary",7.7
56534,2003,96,12.1,187,"Drama",3.7
26432,2000,NA,14.7,186,"Comedy",8.1
56177,1952,30,11.2,15,"Short",7.8
8917,1956,27,10.9,45,"Comedy",8.1
34285,1987,82,12.1,1363,"Comedy",8.3
51013,1992,106,10.1,9,"Action",4.3
6449,1933,6,15.4,11,"Animation",8
25679,1999,116,17.5,95,"Action",8
58472,2001,107,12.8,6,"Action",5.8
21364,1976,NA,15.3,236,"Action",2.6
31784,2001,20,9.1,15,"Short",7
35430,1995,38,13.3,28,"Documentary",8.2
57956,2002,100,13.9,319,"Action",4.5
22435,1986,130,18.2,3610,"Action",8.4
31020,1997,84,8.3,28,"Comedy",4.3
23261,1962,107,13.3,28,"Drama",4.2
16758,1996,101,12,1843,"Drama",3.6
51662,1940,106,11.1,1314,"Action",3.9
12920,1982,105,9.5,7,"Action",4.1
53276,1953,16,16.4,36,"Comedy",8.5
21400,1993,82,12,6,"Drama",5.2
1161,1990,87,10.1,9,"Documentary",8.1
12021,2000,44,15.6,185,"Animation",8.3
53454,1981,110,11.2,938,"Drama",3.9
29469,1994,120,6.4,7,"Action",2.7
825,1983,88,11.3,22,"Comedy",7.2
2096,1944,10,10.4,5,"Documentary",7.7
567,1992,100,9.1,32,"Action",4
12743,1996,100,8.5,14,"Comedy",3.4
52265,1994,98,16.3,5976,"Action",7.8
55858,1950,92,11.1,45,"Action",2.2
24194,2001,110,11,29,"Drama",1.8
38295,1989,NA,11.4,23,"Action",3.5
55009,1966,70,14.9,94,"Documentary",8
22427,1999,90,15.2,15,"Comedy",2.3
18464,1941,69,9.6,7,"Comedy",7.7
32601,1989,85,14.1,73,"Action",3.3
414,1964,16,8.8,10,"Documentary",7.7
48231,1992,90,9.9,28,"Action",4.3
11442,1949,68,17.6,24,"Action",7.6
16040,1975,11,14.8,7,"Animation",8.2
6766,1984,112,14.1,72,"Comedy",8.5
32106,1952,6,12.2,41,"Animation",8
18320,1995,93,12.1,7,"Action",3.9
9464,1936,72,10.9,108,"Action",3.6
48592,1994,95,3.3,106,"Action",4.2
9645,1970,139,15.4,13,"Drama",4.8
54029,1972,250,14.1,4007,"Drama",6.5
55953,1995,102,7.5,4085,"Drama",4.2
271,1932,78,12.1,274,"Drama",3.5
303,1930,10,14.3,15,"Comedy",7.7
16491,2005,30,9.2,7,"Action",7.8
42890,1946,65,18.4,6,"Action",7.6
1699,1996,17,12,55,"Short",8.1
47885,2001,96,9.7,41,"Comedy",6.2
50763,1974,112,9,13,"Drama",3.2
15898,2004,97,11.1,870,"Comedy",3.8
28759,1940,80,10.2,33,"Comedy",3.8
2932,1997,108,7.2,305,"Comedy",4
6844,2002,98,11.1,17,"Drama",3.9
13245,1992,97,12.4,96,"Action",3.3
21200,1956,98,10,50,"Drama",4.7
39162,1977,NA,13.9,20,"Action",1.9
48050,1945,100,16.2,58,"Drama",2.3
28424,2004,26,15.6,9,"Documentary",8.3
38657,1935,68,7.4,46,"Drama",2.6
44739,1961,99,19.6,5,"Action",8.3
6936,1977,118,13.2,109,"Drama",3.2
10543,1984,96,9.3,135,"Action",6
50780,1950,101,11.6,10,"Drama",3
53786,1936,64,12,35,"Drama",5.4
24651,1941,73,10.7,14,"Drama",3.5
30232,1955,71,12.6,10,"Drama",4
28118,1964,80,6.9,17,"Comedy",5.1
19375,2001,94,8.5,25,"Drama",3
35809,1942,77,7.7,9,"Action",4
47608,1976,100,12.6,17,"Drama",4.1
24600,1944,18,12.5,64,"Drama",8.7
31453,1969,93,17.6,45,"Drama",3.9
13102,1948,75,11.9,10,"Drama",4.3
4620,1949,118,14.9,849,"Action",2.3
18837,1998,146,11.7,97,"Documentary",7.8
11693,1988,93,11.1,1074,"Comedy",7.8
43821,1947,105,13.3,48,"Comedy",3.4
29097,1987,12,9.2,6,"Drama",8.1
45971,2003,88,9,5,"Comedy",2.5
11410,1956,95,15.5,21,"Comedy",7.3
18667,1960,121,15.1,28,"Comedy",7.9
9050,1975,100,9.1,35,"Comedy",4.9
3438,1968,76,12.4,8,"Action",5.2
36462,1981,78,13.3,20,"Action",3.3
29564,1998,75,9.2,27,"Documentary",7.5
37435,2001,89,13.7,8,"Comedy",4
49533,1987,100,17.2,15,"Action",8
5179,1968,96,13.7,150,"Action",5.2
11759,1998,94,10.3,7,"Action",4.3
34583,1996,114,7.8,1232,"Drama",2.7
53319,1972,94,12.3,62,"Drama",4.6
21537,1976,105,11,586,"Comedy",8.3
5921,1974,98,13.6,27,"Action",4.4
45911,1988,90,4.5,55,"Action",3.1
6901,1972,82,9.2,6,"Action",5.8
16768,1991,98,15.3,115,"Romance",4
6744,1998,105,10.6,94,"Action",2.4
8711,2001,82,11.8,412,"Action",3.8
32197,2003,11,9.8,8,"Drama",7.8
31450,1938,80,13,162,"Comedy",3.2
41843,2005,113,10.5,18,"Romance",5.4
20368,1975,92,11.1,164,"Comedy",7.5
32357,2005,90,17,9,"Drama",4.9
53335,2002,77,12.8,18,"Animation",4.5
22130,1971,149,13,38,"Drama",3
13765,1996,100,13,14,"Comedy",8.1
14069,1993,92,10.5,46,"Action",3.8
57616,1929,81,13.2,16,"Comedy",7.8
33637,1998,91,7.8,216,"Action",2.7
20437,1996,88,15.7,2606,"Action",4.3
57788,1994,177,12.2,60,"Action",4.4
49003,1932,79,11,19,"Drama",3.3
57531,1923,82,13.9,17,"Drama",2.7
45293,1939,8,8.4,11,"Animation",8.1
13510,2003,7,11.8,156,"Animation",3.7
18761,1937,7,12.9,5,"Animation",8.2
50924,2000,90,16.5,8,"Action",8.3
13837,1980,108,13.3,77,"Comedy",8.2
17522,2001,9,14.7,5,"Short",7.3
49878,1939,97,14.2,18,"Action",3.5
54200,2000,93,14.3,32,"Comedy",8.6
57234,1936,54,11.5,77,"Action",2.6
22954,1934,81,6.3,33,"Comedy",3.4
13979,1986,96,11.5,146,"Comedy",8.6
13822,2003,74,10.6,7,"Documentary",8.3
56099,1930,104,8.8,6,"Comedy",3.9
4503,2003,98,8,8370,"Drama",3.4
50669,1991,114,12.4,26,"Documentary",7.8
15503,1963,61,13.6,9,"Drama",3.8
20298,1995,84,13.2,50,"Action",3.8
10283,1975,110,13.1,10,"Drama",4.4
58103,1947,112,8.9,5,"Drama",3.6
10822,2002,100,15.8,20,"Action",4.4
27620,1968,NA,10.8,8,"Action",4.4
32950,1982,99,10.8,562,"Action",3.9
15095,1954,78,11.5,44,"Action",2.1
39742,1974,97,5.1,27,"Drama",3.9
49889,1996,122,16.4,704,"Drama",4.2
20833,1967,91,16,64,"Comedy",8.2
43085,1951,23,10.5,74,"Short",8.2
49329,2001,87,11.8,4025,"Comedy",3.3
33448,1978,121,10.2,7617,"Drama",4.9
43856,1955,92,9.5,8,"Drama",5.4
23810,1999,91,12.6,15,"Drama",3.1
11508,2003,5,12.6,5,"Short",8.2
52876,1999,10,10.1,7,"Animation",3.8
6054,1968,106,16,558,"Comedy",7.3
13383,1996,100,8.5,203,"Comedy",4.5
48583,2004,115,13.7,7,"Action",2.7
45728,1995,136,8.9,13904,"Comedy",4.9
36252,2000,NA,13.6,13,"Action",4.2
25576,1988,88,15.1,55,"Drama",4.1
55695,1984,98,11.9,17,"Action",4.2
31091,1986,80,13.9,29,"Action",4.7
14578,1997,127,11.3,20029,"Drama",4.5
23955,1954,68,17.2,7,"Drama",4.2
51324,1966,NA,12.8,9,"Action",3.9
51562,1981,92,10,37,"Action",4.2
49778,1927,20,7.9,33,"Comedy",7.8
13892,1997,100,15.2,28,"Comedy",2.9
37988,1966,100,10.9,52,"Action",8.4
32528,1946,8,13.9,9,"Animation",8.1
24063,1941,118,12.1,2662,"Drama",4.2
47425,2000,81,15.2,55,"Action",4.2
26568,2000,100,12.8,78,"Comedy",2.7
18244,1953,90,12.5,43,"Drama",3.4
38179,2000,85,8.7,2492,"Comedy",3
36134,1977,93,17.5,17,"Action",8.2
31232,1999,93,15.6,115,"Action",4
58617,2001,92,10.7,83,"Drama",3.6
47592,1981,87,10.3,44,"Action",7.5
12705,1939,71,12.2,18,"Comedy",7.8
34754,2004,5,15.8,5,"Comedy",7.8
26450,1932,70,3.7,128,"Comedy",3.1
46070,1955,80,11,55,"Action",4.3
37761,1998,103,9.4,165,"Drama",5.4
51253,2000,11,9.2,6,"Comedy",8.4
26579,1938,10,6.1,6,"Short",8
15443,2002,85,11.8,17,"Comedy",3.8
39330,1983,112,7.6,7,"Documentary",4.3
10096,2001,110,13.8,191,"Comedy",3.4
35478,2001,106,14,74,"Action",2.8
58304,1996,NA,13.4,60,"Action",4.1
12189,1982,58,17.3,7,"Documentary",7.9
8461,1975,95,11.1,25,"Action",2.7
42960,1947,7,14.6,13,"Animation",8.2
1693,1993,127,14.5,5786,"Action",2.4
6254,1995,80,14.8,70,"Action",3.5
40123,1967,6,12.5,8,"Animation",8.4
22913,1998,114,8.9,1089,"Drama",4.9
54922,2004,141,9.3,2151,"Drama",3.7
15025,1997,84,13.8,42,"Action",4.7
47038,2003,109,10.6,1184,"Comedy",4.2
22722,1943,73,17.8,47,"Comedy",8
10625,2004,120,16.1,24499,"Drama",3.5
22771,1980,100,7.8,587,"Comedy",4.8
51834,2002,40,16.4,36,"Documentary",8.5
27985,1999,100,12.7,36,"Action",5.5
45866,1991,112,10,184,"Action",2.2
12997,1945,22,16.5,5,"Documentary",7.7
7244,1950,104,15.3,58,"Action",3.3
54643,1961,90,6.7,15,"Action",3.9
54246,1986,98,12.5,523,"Drama",2.8
31032,1970,104,14,199,"Comedy",8
55407,1940,66,9.8,13,"Comedy",8.2
11955,1991,91,12,32,"Action",3.3
55373,1967,80,11.6,82,"Action",4.8
50262,1979,99,7.1,6,"Action",2.5
9288,2004,82,13.6,27,"Comedy",7.8
6763,1984,102,9.8,82,"Drama",4
15394,1982,92,6.6,34,"Action",5.1
7816,1937,64,11,43,"Action",2.5
47189,1996,NA,9.2,71,"Comedy",3.4
39561,1967,95,16.7,19,"Action",7.6
7223,1962,82,16.9,953,"Action",8.1
36530,2004,102,12.8,10,"Action",8.5
23468,1981,113,11.2,84,"Action",1.8
28085,1983,125,9,12,"Drama",5.2
2862,1936,92,14.5,44,"Comedy",7.9
55037,1973,NA,8.8,12,"Action",5.3
11014,2004,98,11.7,1367,"Comedy",8
17375,2003,91,15.1,742,"Action",5.4
40611,1916,25,13.9,105,"Comedy",7.9
26196,1944,10,11.6,36,"Short",7.4
21669,1992,95,9.6,21,"Comedy",2.7
28568,1941,84,12.6,13,"Drama",6.3
5716,1962,119,7.3,534,"Action",3.2
12184,1966,79,20.6,52,"Action",7.5
31657,2003,85,8.6,6,"Animation",4.6
25642,1964,92,9.7,7,"Action",3.6
19794,1964,NA,18,651,"Comedy",7.2
35366,1952,87,13.2,14,"Comedy",7.6
35085,1964,94,12.7,135,"Comedy",8.1
